"","input_number","input","target_number","target","name","description","namespace"
"2362",2362,"AT3G23840","2362.1","AT3G23840","AT3G23840","HXXXD-type acyl-transferase family protein [Source:NCBI gene (formerly Entrezgene);Acc:821967]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"2363",2363,"AT3G54890","2363.1","AT3G54890","LHCA1","chlorophyll a-b binding protein 6 [Source:NCBI gene (formerly Entrezgene);Acc:824654]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"2364",2364,"AT3G02380","2364.1","AT3G02380","COL2","CONSTANS-like 2 [Source:NCBI gene (formerly Entrezgene);Acc:821298]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"2365",2365,"AT3G26680","2365.1","AT3G26680","SNM1","DNA repair metallo-beta-lactamase family protein [Source:NCBI gene (formerly Entrezgene);Acc:822280]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"2366",2366,"AT3G43720","2366.1","AT3G43720","LTPG2","Bifunctional inhibitor/lipid-transfer protein/seed storage 2S albumin superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:823481]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"2367",2367,"AT3G56260","2367.1","AT3G56260","AT3G56260","None","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"2368",2368,"AT3G15500","2368.1","AT3G15500","NAC3","NAC domain containing protein 3 [Source:NCBI gene (formerly Entrezgene);Acc:820789]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"2369",2369,"AT3G22970","2369.1","AT3G22970","AT3G22970","None","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"2370",2370,"AT3G22240","2370.1","AT3G22240","AT3G22240","cysteine-rich/transmembrane domain PCC1-like protein [Source:NCBI gene (formerly Entrezgene);Acc:821794]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"2371",2371,"AT3G62740","2371.1","AT3G62740","BGLU7","beta glucosidase 7 [Source:NCBI gene (formerly Entrezgene);Acc:825449]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"2372",2372,"AT3G54400","2372.1","AT3G54400","AT3G54400","Eukaryotic aspartyl protease family protein [Source:NCBI gene (formerly Entrezgene);Acc:824606]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"2373",2373,"AT3G50760","2373.1","AT3G50760","GATL2","galacturonosyltransferase-like 2 [Source:NCBI gene (formerly Entrezgene);Acc:824240]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"2374",2374,"AT3G58620","2374.1","AT3G58620","TTL4","tetratricopetide-repeat thioredoxin-like 4 [Source:NCBI gene (formerly Entrezgene);Acc:825031]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"2375",2375,"AT3G51710","2375.1","AT3G51710","AT3G51710","D-mannose binding lectin protein with Apple-like carbohydrate-binding domain-containing protein [Source:NCBI gene (formerly Entrezgene);Acc:824334]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"2376",2376,"AT3G61830","2376.1","AT3G61830","ARF18","auxin response factor 18 [Source:NCBI gene (formerly Entrezgene);Acc:825356]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"2377",2377,"AT3G04220","2377.1","AT3G04220","AT3G04220","Disease resistance protein (TIR-NBS-LRR class) family [Source:NCBI gene (formerly Entrezgene);Acc:819577]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"2378",2378,"AT3G61640","2378.1","AT3G61640","AGP20","arabinogalactan protein 20 [Source:NCBI gene (formerly Entrezgene);Acc:825337]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"2379",2379,"AT3G55490","2379.1","AT3G55490","AT3G55490","GINS complex protein [Source:NCBI gene (formerly Entrezgene);Acc:5008088]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"2380",2380,"AT3G06500","2380.1","AT3G06500","A/N-InvC","Plant neutral invertase family protein [Source:NCBI gene (formerly Entrezgene);Acc:819828]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"2381",2381,"AT3G02620","2381.1","AT3G02620","AT3G02620","Plant stearoyl-acyl-carrier-protein desaturase family protein [Source:NCBI gene (formerly Entrezgene);Acc:820737]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"2382",2382,"AT3G06550","2382.1","AT3G06550","RWA2","O-acetyltransferase family protein [Source:NCBI gene (formerly Entrezgene);Acc:819834]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"2383",2383,"AT3G57550","2383.1","AT3G57550","AGK2","guanylate kinase [Source:NCBI gene (formerly Entrezgene);Acc:824922]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"2384",2384,"AT3G18490","2384.1","AT3G18490","ASPG1","Eukaryotic aspartyl protease family protein [Source:NCBI gene (formerly Entrezgene);Acc:821379]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"2385",2385,"AT3G15650","2385.1","AT3G15650","AT3G15650","alpha/beta-Hydrolases superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:820808]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"2386",2386,"AT3G61970","2386.1","AT3G61970","NGA2","AP2/B3-like transcriptional factor family protein [Source:NCBI gene (formerly Entrezgene);Acc:825370]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"2387",2387,"AT3G19720","2387.1","AT3G19720","ARC5","P-loop containing nucleoside triphosphate hydrolases superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:821509]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"2388",2388,"AT3G51540","2388.1","AT3G51540","AT3G51540","mucin-5AC-like protein [Source:NCBI gene (formerly Entrezgene);Acc:824317]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"2389",2389,"AT3G02250","2389.1","AT3G02250","AT3G02250","O-fucosyltransferase family protein [Source:NCBI gene (formerly Entrezgene);Acc:821223]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"2390",2390,"AT3G62720","2390.1","AT3G62720","XT1","xylosyltransferase 1 [Source:NCBI gene (formerly Entrezgene);Acc:825446]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"2391",2391,"AT3G01810","2391.1","AT3G01810","AT3G01810","EEIG1/EHBP1 protein amino-terminal domain protein [Source:NCBI gene (formerly Entrezgene);Acc:821073]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"2392",2392,"AT3G25940","2392.1","AT3G25940","AT3G25940","TFIIB zinc-binding protein [Source:NCBI gene (formerly Entrezgene);Acc:822191]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"2393",2393,"AT3G50220","2393.1","AT3G50220","IRX15","IRREGULAR XYLEM protein (DUF579) [Source:NCBI gene (formerly Entrezgene);Acc:824184]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"2394",2394,"AT3G29200","2394.1","AT3G29200","CM1","chorismate mutase 1 [Source:NCBI gene (formerly Entrezgene);Acc:822573]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"2395",2395,"AT3G10740","2395.1","AT3G10740","ASD1","alpha-L-arabinofuranosidase 1 [Source:NCBI gene (formerly Entrezgene);Acc:820243]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"2396",2396,"AT3G55800","2396.1","AT3G55800","SBPASE","sedoheptulose-bisphosphatase [Source:NCBI gene (formerly Entrezgene);Acc:824746]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"2397",2397,"AT3G02240","2397.1","AT3G02240","RGF7","root meristem growth factor-like protein [Source:NCBI gene (formerly Entrezgene);Acc:820386]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"2398",2398,"AT3G63180","2398.1","AT3G63180","TKL","TIC-like protein [Source:NCBI gene (formerly Entrezgene);Acc:825493]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"2399",2399,"AT3G61760","2399.1","AT3G61760","DL1B","DYNAMIN-like 1B [Source:NCBI gene (formerly Entrezgene);Acc:825349]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"2400",2400,"AT3G52500","2400.1","AT3G52500","AT3G52500","Eukaryotic aspartyl protease family protein [Source:NCBI gene (formerly Entrezgene);Acc:824415]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"2401",2401,"AT3G53840","2401.1","AT3G53840","AT3G53840","Protein kinase superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:824551]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"2402",2402,"AT3G43800","2402.1","AT3G43800","GSTU27","glutathione S-transferase tau 27 [Source:NCBI gene (formerly Entrezgene);Acc:823491]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"2403",2403,"AT3G27960","2403.1","AT3G27960","KLCR2","Tetratricopeptide repeat (TPR)-like superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:822420]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"2404",2404,"AT3G11230","2404.1","AT3G11230","AT3G11230","Yippee family putative zinc-binding protein [Source:NCBI gene (formerly Entrezgene);Acc:820293]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"2405",2405,"AT3G05937","2405.1","AT3G05937","AT3G05937","None","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"2406",2406,"AT3G55950","2406.1","AT3G55950","CCR3","CRINKLY4 related 3 [Source:NCBI gene (formerly Entrezgene);Acc:824761]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"2407",2407,"AT3G04650","2407.1","AT3G04650","AT3G04650","FAD/NAD(P)-binding oxidoreductase family protein [Source:NCBI gene (formerly Entrezgene);Acc:819623]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"2408",2408,"AT3G58990","2408.1","AT3G58990","IPMI1","isopropylmalate isomerase 1 [Source:NCBI gene (formerly Entrezgene);Acc:825068]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"2409",2409,"AT3G55450","2409.1","AT3G55450","PBL1","PBS1-like 1 [Source:NCBI gene (formerly Entrezgene);Acc:824711]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"2410",2410,"AT3G18400","2410.1","AT3G18400","NAC058","NAC domain containing protein 58 [Source:NCBI gene (formerly Entrezgene);Acc:821369]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"2411",2411,"AT3G54880","2411.1","AT3G54880","AT3G54880","zinc finger protein [Source:NCBI gene (formerly Entrezgene);Acc:824653]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"2412",2412,"AT3G22410","2412.1","AT3G22410","AT3G22410","Sec14p-like phosphatidylinositol transfer family protein [Source:NCBI gene (formerly Entrezgene);Acc:821809]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"2413",2413,"AT3G03820","2413.1","AT3G03820","SAUR29","SAUR-like auxin-responsive protein family [Source:NCBI gene (formerly Entrezgene);Acc:28718697]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"2414",2414,"AT3G25980","2414.1","AT3G25980","MAD2","DNA-binding HORMA family protein [Source:NCBI gene (formerly Entrezgene);Acc:822195]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"2415",2415,"AT3G14570","2415.1","AT3G14570","GSL04","glucan synthase-like 4 [Source:NCBI gene (formerly Entrezgene);Acc:820683]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"2416",2416,"AT3G11590","2416.1","AT3G11590","AT3G11590","golgin family A protein [Source:NCBI gene (formerly Entrezgene);Acc:820332]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"2417",2417,"AT3G45970","2417.1","AT3G45970","EXLA1","expansin-like A1 [Source:NCBI gene (formerly Entrezgene);Acc:823740]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"2418",2418,"AT3G14940","2418.1","AT3G14940","PPC3","phosphoenolpyruvate carboxylase 3 [Source:NCBI gene (formerly Entrezgene);Acc:820723]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"2419",2419,"AT3G26200","2419.1","AT3G26200","CYP71B22","cytochrome P450, family 71, subfamily B, polypeptide 22 [Source:NCBI gene (formerly Entrezgene);Acc:822221]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"2420",2420,"AT3G04854","2420.1","AT3G04854","AT3G04854","None","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"2421",2421,"AT3G03640","2421.1","AT3G03640","BGLU25","beta glucosidase 25 [Source:NCBI gene (formerly Entrezgene);Acc:821201]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"2422",2422,"AT3G54020","2422.1","AT3G54020","AtIPCS1","Inositol phosphorylceramide synthase 1 [Source:NCBI gene (formerly Entrezgene);Acc:824569]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"2423",2423,"AT3G12800","2423.1","AT3G12800","SDRB","short-chain dehydrogenase-reductase B [Source:NCBI gene (formerly Entrezgene);Acc:820462]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"2424",2424,"AT3G14560","2424.1","AT3G14560","AT3G14560","None","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"2425",2425,"AT3G28050","2425.1","AT3G28050","UMAMIT41","nodulin MtN21 /EamA-like transporter family protein [Source:NCBI gene (formerly Entrezgene);Acc:822429]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"2426",2426,"AT3G53210","2426.1","AT3G53210","UMAMIT6","nodulin MtN21 /EamA-like transporter family protein [Source:NCBI gene (formerly Entrezgene);Acc:824487]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"2427",2427,"AT3G47940","2427.1","AT3G47940","AT3G47940","DNAJ heat shock family protein [Source:NCBI gene (formerly Entrezgene);Acc:823949]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"2428",2428,"AT3G48250","2428.1","AT3G48250","BIR6","Pentatricopeptide repeat (PPR) superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:823983]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"2429",2429,"AT3G17712","2429.1","AT3G17712","AT3G17712","None","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"2430",2430,"AT3G13790","2430.1","AT3G13790","ATBFRUCT1","Glycosyl hydrolases family 32 protein [Source:NCBI gene (formerly Entrezgene);Acc:820591]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"2431",2431,"AT3G50060","2431.1","AT3G50060","MYB77","myb domain protein 77 [Source:NCBI gene (formerly Entrezgene);Acc:824168]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"2432",2432,"AT3G04550","2432.1","AT3G04550","AT3G04550","rubisco accumulation factor-like protein [Source:NCBI gene (formerly Entrezgene);Acc:819611]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"2433",2433,"AT3G50440","2433.1","AT3G50440","MES10","methylesterase [Source:NCBI gene (formerly Entrezgene);Acc:824208]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"2434",2434,"AT3G48310","2434.1","AT3G48310","CYP71A22","cytochrome P450, family 71, subfamily A, polypeptide 22 [Source:NCBI gene (formerly Entrezgene);Acc:823989]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"2435",2435,"AT3G63530","2435.1","AT3G63530","BB","RING/U-box superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:825528]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"2436",2436,"AT3G46590","2436.1","AT3G46590","TRFL1","TRF-like 1 [Source:NCBI gene (formerly Entrezgene);Acc:823812]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"2437",2437,"AT3G48100","2437.1","AT3G48100","RR5","response regulator 5 [Source:NCBI gene (formerly Entrezgene);Acc:823965]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"2438",2438,"AT3G09830","2438.1","AT3G09830","AT3G09830","Protein kinase superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:820141]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"2439",2439,"AT3G14650","2439.1","AT3G14650","CYP72A11","cytochrome P450, family 72, subfamily A, polypeptide 11 [Source:NCBI gene (formerly Entrezgene);Acc:820693]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"2440",2440,"AT3G56480","2440.1","AT3G56480","AT3G56480","myosin heavy chain-like protein [Source:NCBI gene (formerly Entrezgene);Acc:824815]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"2441",2441,"AT3G21060","2441.1","AT3G21060","RBL","Transducin/WD40 repeat-like superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:821658]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"2442",2442,"AT3G50340","2442.1","AT3G50340","AT3G50340","None","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"2443",2443,"AT3G02730","2443.1","AT3G02730","TRXF1","thioredoxin F-type 1 [Source:NCBI gene (formerly Entrezgene);Acc:821260]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"2444",2444,"AT3G04630","2444.1","AT3G04630","WDL1","WVD2-like 1 [Source:NCBI gene (formerly Entrezgene);Acc:819621]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"2445",2445,"AT3G14890","2445.1","AT3G14890","AT3G14890","phosphoesterase [Source:NCBI gene (formerly Entrezgene);Acc:820718]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"2446",2446,"AT3G17910","2446.1","AT3G17910","SURF1","Surfeit locus 1 cytochrome c oxidase biosis protein [Source:NCBI gene (formerly Entrezgene);Acc:821310]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"2447",2447,"AT3G18250","2447.1","AT3G18250","AT3G18250","Putative membrane lipoprotein [Source:NCBI gene (formerly Entrezgene);Acc:821353]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"2448",2448,"AT3G01500","2448.1","AT3G01500","CA1","carbonic anhydrase 1 [Source:NCBI gene (formerly Entrezgene);Acc:821134]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"2449",2449,"AT3G50950","2449.1","AT3G50950","ZAR1","HOPZ-ACTIVATED RESISTANCE 1 [Source:NCBI gene (formerly Entrezgene);Acc:824259]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"2450",2450,"AT3G50770","2450.1","AT3G50770","CML41","calmodulin-like 41 [Source:NCBI gene (formerly Entrezgene);Acc:824241]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"2451",2451,"AT3G15420","2451.1","AT3G15420","AT3G15420","Transcription factor TFIIIC, tau55-related protein [Source:NCBI gene (formerly Entrezgene);Acc:820781]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"2452",2452,"AT3G03773","2452.1","AT3G03773","AT3G03773","HSP20-like chaperones superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:821159]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"2453",2453,"AT3G16350","2453.1","AT3G16350","AT3G16350","Homeodomain-like superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:820882]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"2454",2454,"AT3G26060","2454.1","AT3G26060","PRXQ","Thioredoxin superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:822203]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
