"","input_number","input","target_number","target","name","description","namespace"
"404",403,"AT5G46490","403.1","AT5G46490","AT5G46490","Disease resistance protein (TIR-NBS-LRR class) family [Source:NCBI gene (formerly Entrezgene);Acc:834692]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"405",404,"AT5G40480","404.1","AT5G40480","EMB3012","embryo defective 3012 [Source:NCBI gene (formerly Entrezgene);Acc:834046]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"406",405,"AT5G01100","405.1","AT5G01100","FRB1","O-fucosyltransferase family protein [Source:NCBI gene (formerly Entrezgene);Acc:831831]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"407",406,"AT5G43630","406.1","AT5G43630","TZP","zinc knuckle (CCHC-type) family protein [Source:NCBI gene (formerly Entrezgene);Acc:834383]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"408",407,"AT5G23660","407.1","AT5G23660","SWEET12","bidirectional sugar transporter SWEET12-like protein [Source:NCBI gene (formerly Entrezgene);Acc:832431]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"409",408,"AT5G64667","408.1","AT5G64667","IDL2","inflorescence deficient in abscission (IDA)-like 2 [Source:NCBI gene (formerly Entrezgene);Acc:5008332]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"410",409,"AT5G51470","409.1","AT5G51470","AT5G51470","Auxin-responsive GH3 family protein [Source:NCBI gene (formerly Entrezgene);Acc:835221]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"411",410,"AT5G40410","410.1","AT5G40410","AT5G40410","Tetratricopeptide repeat (TPR)-like superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:834039]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"412",411,"AT5G16380","411.1","AT5G16380","AT5G16380","autophagy-like protein, putative (Protein of unknown function, DUF538) [Source:NCBI gene (formerly Entrezgene);Acc:831499]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"413",412,"AT5G53810","412.1","AT5G53810","AT5G53810","O-methyltransferase family protein [Source:NCBI gene (formerly Entrezgene);Acc:835462]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"414",413,"AT5G38212","413.1","AT5G38212","AT5G38212","ncRNA [Source:NCBI gene (formerly Entrezgene);Acc:10723089]","ARRAYEXPRESS,ENSG,ENTREZGENE,NASC_GENE_ID_ACC,TAIR_LOCUS,WIKIGENE"
"415",414,"AT5G08990","414.1","AT5G08990","AT5G08990","ncRNA [Source:NCBI gene (formerly Entrezgene);Acc:28721038]","ARRAYEXPRESS,ENSG,ENTREZGENE,WIKIGENE"
"416",415,"AT3G18710","415.1","AT3G18710","PUB29","plant U-box 29 [Source:NCBI gene (formerly Entrezgene);Acc:821402]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"417",416,"AT3G12910","416.1","AT3G12910","AT3G12910","NAC (No Apical Meristem) domain transcriptional regulator superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:820475]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"418",417,"AT3G13600","417.1","AT3G13600","AT3G13600","calmodulin-binding family protein [Source:NCBI gene (formerly Entrezgene);Acc:820562]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"419",418,"AT3G61190","418.1","AT3G61190","BAP1","BON association protein 1 [Source:NCBI gene (formerly Entrezgene);Acc:825291]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"420",419,"AT3G11430","419.1","AT3G11430","GPAT5","glycerol-3-phosphate acyltransferase 5 [Source:NCBI gene (formerly Entrezgene);Acc:820316]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"421",420,"AT3G09520","420.1","AT3G09520","EXO70H4","exocyst subunit exo70 family protein H4 [Source:NCBI gene (formerly Entrezgene);Acc:820109]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"422",421,"AT3G46620","421.1","AT3G46620","RDUF1","zinc finger (C3HC4-type RING finger) family protein [Source:NCBI gene (formerly Entrezgene);Acc:823815]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"423",422,"AT3G49570","422.1","AT3G49570","LSU3","response to low sulfur 3 [Source:NCBI gene (formerly Entrezgene);Acc:824119]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"424",423,"AT3G57760","423.1","AT3G57760","AT3G57760","Protein kinase superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:824945]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"425",424,"AT3G06740","424.1","AT3G06740","GATA15","GATA transcription factor 15 [Source:NCBI gene (formerly Entrezgene);Acc:819859]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"426",425,"AT3G14470","425.1","AT3G14470","AT3G14470","NB-ARC domain-containing disease resistance protein [Source:NCBI gene (formerly Entrezgene);Acc:820670]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"427",426,"AT3G19030","426.1","AT3G19030","AT3G19030","transcription initiation factor TFIID subunit 1b-like protein [Source:NCBI gene (formerly Entrezgene);Acc:821436]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"428",427,"AT3G28850","427.1","AT3G28850","AT3G28850","Glutaredoxin family protein [Source:NCBI gene (formerly Entrezgene);Acc:822517]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"429",428,"AT3G16800","428.1","AT3G16800","AT3G16800","Protein phosphatase 2C family protein [Source:NCBI gene (formerly Entrezgene);Acc:820933]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"430",429,"AT3G23250","429.1","AT3G23250","MYB15","myb domain protein 15 [Source:NCBI gene (formerly Entrezgene);Acc:821904]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"431",430,"AT3G10720","430.1","AT3G10720","AT3G10720","Plant invertase/pectin methylesterase inhibitor superfamily [Source:NCBI gene (formerly Entrezgene);Acc:820241]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"432",431,"AT3G57640","431.1","AT3G57640","AT3G57640","Protein kinase superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:824933]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"433",432,"AT3G57450","432.1","AT3G57450","AT3G57450","None","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"434",433,"AT3G15210","433.1","AT3G15210","ERF4","ethylene responsive element binding factor 4 [Source:NCBI gene (formerly Entrezgene);Acc:820752]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"435",434,"AT3G16510","434.1","AT3G16510","AT3G16510","Calcium-dependent lipid-binding (CaLB domain) family protein [Source:NCBI gene (formerly Entrezgene);Acc:820899]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"436",435,"AT3G55980","435.1","AT3G55980","SZF1","salt-inducible zinc finger 1 [Source:NCBI gene (formerly Entrezgene);Acc:824764]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"437",436,"AT3G44260","436.1","AT3G44260","CAF1a","Polynucleotidyl transferase, ribonuclease H-like superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:823551]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"438",437,"AT3G26980","437.1","AT3G26980","MUB4","membrane-anchored ubiquitin-fold protein 4 [Source:NCBI gene (formerly Entrezgene);Acc:822315]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"439",438,"AT3G51920","438.1","AT3G51920","CAM9","calmodulin 9 [Source:NCBI gene (formerly Entrezgene);Acc:824355]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"440",439,"AT3G57930","439.1","AT3G57930","AT3G57930","rho GTPase-activating gacO-like protein [Source:NCBI gene (formerly Entrezgene);Acc:824962]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"441",440,"AT3G25610","440.1","AT3G25610","AT3G25610","ATPase E1-E2 type family protein / haloacid dehalogenase-like hydrolase family protein [Source:NCBI gene (formerly Entrezgene);Acc:822148]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"442",441,"AT3G53280","441.1","AT3G53280","CYP71B5","cytochrome p450 71b5 [Source:NCBI gene (formerly Entrezgene);Acc:824495]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"443",442,"AT3G25250","442.1","AT3G25250","AGC2-1","AGC (cAMP-dependent, cGMP-dependent and protein kinase C) kinase family protein [Source:NCBI gene (formerly Entrezgene);Acc:822119]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"444",443,"AT3G48630","443.1","AT3G48630","AT3G48630","None","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"445",444,"AT3G05130","444.1","AT3G05130","AT3G05130","paramyosin-like protein [Source:NCBI gene (formerly Entrezgene);Acc:819675]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"446",445,"AT3G49620","445.1","AT3G49620","DIN11","2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:824124]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"447",446,"AT3G18690","446.1","AT3G18690","MKS1","MAP kinase substrate 1 [Source:NCBI gene (formerly Entrezgene);Acc:821400]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"448",447,"AT3G28580","447.1","AT3G28580","AT3G28580","P-loop containing nucleoside triphosphate hydrolases superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:822488]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"449",448,"AT3G48320","448.1","AT3G48320","CYP71A21","cytochrome P450, family 71, subfamily A, polypeptide 21 [Source:NCBI gene (formerly Entrezgene);Acc:823990]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"450",449,"AT3G50760","449.1","AT3G50760","GATL2","galacturonosyltransferase-like 2 [Source:NCBI gene (formerly Entrezgene);Acc:824240]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"451",450,"AT3G04220","450.1","AT3G04220","AT3G04220","Disease resistance protein (TIR-NBS-LRR class) family [Source:NCBI gene (formerly Entrezgene);Acc:819577]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"452",451,"AT3G61640","451.1","AT3G61640","AGP20","arabinogalactan protein 20 [Source:NCBI gene (formerly Entrezgene);Acc:825337]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"453",452,"AT3G52800","452.1","AT3G52800","AT3G52800","A20/AN1-like zinc finger family protein [Source:NCBI gene (formerly Entrezgene);Acc:824446]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"454",453,"AT3G06500","453.1","AT3G06500","A/N-InvC","Plant neutral invertase family protein [Source:NCBI gene (formerly Entrezgene);Acc:819828]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"455",454,"AT3G16200","454.1","AT3G16200","AT3G16200","DNA-directed RNA polymerase subunit beta [Source:NCBI gene (formerly Entrezgene);Acc:820866]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"456",455,"AT3G57740","455.1","AT3G57740","AT3G57740","Protein kinase superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:824943]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"457",456,"AT3G57330","456.1","AT3G57330","ACA11","autoinhibited Ca2+-ATPase 11 [Source:NCBI gene (formerly Entrezgene);Acc:824900]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"458",457,"AT3G55950","457.1","AT3G55950","CCR3","CRINKLY4 related 3 [Source:NCBI gene (formerly Entrezgene);Acc:824761]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"459",458,"AT3G54020","458.1","AT3G54020","AtIPCS1","Inositol phosphorylceramide synthase 1 [Source:NCBI gene (formerly Entrezgene);Acc:824569]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"460",459,"AT3G15760","459.1","AT3G15760","AT3G15760","cytochrome P450 family protein [Source:NCBI gene (formerly Entrezgene);Acc:820819]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"461",460,"AT3G50060","460.1","AT3G50060","MYB77","myb domain protein 77 [Source:NCBI gene (formerly Entrezgene);Acc:824168]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"462",461,"AT3G48360","461.1","AT3G48360","BT2","BTB and TAZ domain protein 2 [Source:NCBI gene (formerly Entrezgene);Acc:823994]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"463",462,"AT3G48100","462.1","AT3G48100","RR5","response regulator 5 [Source:NCBI gene (formerly Entrezgene);Acc:823965]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"464",463,"AT3G09830","463.1","AT3G09830","AT3G09830","Protein kinase superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:820141]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"465",464,"AT3G49530","464.1","AT3G49530","NAC062","NAC domain containing protein 62 [Source:NCBI gene (formerly Entrezgene);Acc:824115]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"466",465,"AT3G50950","465.1","AT3G50950","ZAR1","HOPZ-ACTIVATED RESISTANCE 1 [Source:NCBI gene (formerly Entrezgene);Acc:824259]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"467",466,"AT3G15356","466.1","AT3G15356","AT3G15356","Legume lectin family protein [Source:NCBI gene (formerly Entrezgene);Acc:820768]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"468",467,"AT3G52520","467.1","AT3G52520","AT3G52520","None","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"469",468,"AT3G11650","468.1","AT3G11650","NHL2","NDR1/HIN1-like 2 [Source:NCBI gene (formerly Entrezgene);Acc:820337]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"470",469,"AT3G17700","469.1","AT3G17700","CNBT1","cyclic nucleotide-binding transporter 1 [Source:NCBI gene (formerly Entrezgene);Acc:821037]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"471",470,"AT3G44990","470.1","AT3G44990","XTH31","xyloglucan endo-transglycosylase-related 8 [Source:NCBI gene (formerly Entrezgene);Acc:823634]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"472",471,"AT3G13850","471.1","AT3G13850","LBD22","None","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"473",472,"AT3G03030","472.1","AT3G03030","AT3G03030","F-box/RNI-like superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:821153]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"474",473,"AT3G62260","473.1","AT3G62260","AT3G62260","Protein phosphatase 2C family protein [Source:NCBI gene (formerly Entrezgene);Acc:825399]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"475",474,"AT3G25780","474.1","AT3G25780","AOC3","allene oxide cyclase 3 [Source:NCBI gene (formerly Entrezgene);Acc:822169]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"476",475,"AT3G19010","475.1","AT3G19010","AT3G19010","2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:821434]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"477",476,"AT3G56880","476.1","AT3G56880","AT3G56880","VQ motif-containing protein [Source:NCBI gene (formerly Entrezgene);Acc:824855]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"478",477,"AT3G19580","477.1","AT3G19580","ZF2","zinc-finger protein 2 [Source:NCBI gene (formerly Entrezgene);Acc:821495]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"479",478,"AT3G55840","478.1","AT3G55840","AT3G55840","Hs1pro-1 protein [Source:NCBI gene (formerly Entrezgene);Acc:824750]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"480",479,"AT3G55880","479.1","AT3G55880","SUE4","Alpha/beta hydrolase related protein [Source:NCBI gene (formerly Entrezgene);Acc:824754]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"481",480,"AT3G54150","480.1","AT3G54150","AT3G54150","S-adenosyl-L-methionine-dependent methyltransferases superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:824582]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"482",481,"AT3G16720","481.1","AT3G16720","ATL2","TOXICOS EN LEVADURA 2 [Source:NCBI gene (formerly Entrezgene);Acc:820924]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"483",482,"AT3G47960","482.1","AT3G47960","GTR1","Major facilitator superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:823951]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"484",483,"AT3G01830","483.1","AT3G01830","AT3G01830","Calcium-binding EF-hand family protein [Source:NCBI gene (formerly Entrezgene);Acc:820033]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"485",484,"AT3G02840","484.1","AT3G02840","AT3G02840","ARM repeat superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:821225]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"486",485,"AT3G12740","485.1","AT3G12740","ALIS1","ALA-interacting subunit 1 [Source:NCBI gene (formerly Entrezgene);Acc:820456]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"487",486,"AT3G04210","486.1","AT3G04210","AT3G04210","Disease resistance protein (TIR-NBS class) [Source:NCBI gene (formerly Entrezgene);Acc:819576]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"488",487,"AT3G53810","487.1","AT3G53810","AT3G53810","Concanavalin A-like lectin protein kinase family protein [Source:NCBI gene (formerly Entrezgene);Acc:824548]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"489",488,"AT3G10300","488.1","AT3G10300","AT3G10300","Calcium-binding EF-hand family protein [Source:NCBI gene (formerly Entrezgene);Acc:820192]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"490",489,"AT3G47570","489.1","AT3G47570","AT3G47570","Leucine-rich repeat protein kinase family protein [Source:NCBI gene (formerly Entrezgene);Acc:823911]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"491",490,"AT3G08760","490.1","AT3G08760","ATSIK","Protein kinase superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:820023]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"492",491,"AT3G07195","491.1","AT3G07195","AT3G07195","RPM1-interacting protein 4 (RIN4) family protein [Source:NCBI gene (formerly Entrezgene);Acc:819907]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"493",492,"AT3G20410","492.1","AT3G20410","CPK9","calmodulin-domain protein kinase 9 [Source:NCBI gene (formerly Entrezgene);Acc:821586]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"494",493,"AT3G47820","493.1","AT3G47820","PUB39","PLANT U-BOX 39 [Source:NCBI gene (formerly Entrezgene);Acc:823936]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"495",494,"AT3G23230","494.1","AT3G23230","TDR1","Integrase-type DNA-binding superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:821901]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"496",495,"AT3G46640","495.1","AT3G46640","PCL1","Homeodomain-like superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:823817]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
