"source","term_id","term_name","term_size","query_size","intersection_size","p_value","precision","recall","intersection"
"GO:MF","GO:0036094","small molecule binding",6758,662,282,9.74615857881592e-12,0.425981873111782,0.0417283219887541,"AT1G56540,AT1G66500,AT1G18390,AT1G63740,AT1G66400,AT1G18300,AT1G31540,AT1G56140,AT1G72940,AT1G20823,AT1G16030,AT1G61360,AT1G03740,AT1G13210,AT1G09970,AT1G74360,AT1G01560,AT1G63750,AT1G09940,AT1G59870,AT1G59620,AT1G71697,AT1G74330,AT1G61470,AT1G68690,AT1G56510,AT1G56520,AT1G16110,AT1G24140,AT1G67470,AT1G14540,AT1G51700,AT1G73080,AT1G27180,AT1G63860,AT1G70740,AT1G24625,AT1G64710,AT1G14370,AT1G07000,AT1G56600,AT1G02400,AT1G27770,AT1G03370,AT1G72520,AT1G72950,AT1G27730,AT1G20510,AT1G66090,AT1G30730,AT1G34260,AT1G79680,AT1G73540,AT1G72700,AT1G17420,AT1G05630,AT1G76650,AT1G53430,AT1G53440,AT1G17750,AT1G67120,AT1G07160,AT1G72470,AT1G72900,AT1G16130,AT1G72910,AT5G52750,AT5G07070,AT5G45110,AT5G41180,AT5G67450,AT5G57035,AT5G58120,AT5G52340,AT5G44070,AT5G46510,AT5G45820,AT5G35735,AT5G39670,AT5G66850,AT5G22690,AT5G18360,AT5G54490,AT5G46910,AT5G45340,AT5G15210,AT5G46470,AT5G52760,AT5G25930,AT5G46080,AT5G59820,AT5G04930,AT5G47850,AT5G47960,AT5G48250,AT5G39020,AT5G04870,AT5G66070,AT5G48380,AT5G36930,AT5G41740,AT5G52630,AT5G43620,AT5G66210,AT5G22250,AT5G01820,AT5G46520,AT5G01950,AT5G27420,AT5G20480,AT5G49760,AT5G57220,AT5G66900,AT5G02760,AT5G03380,AT5G45750,AT5G47070,AT5G04720,AT5G37770,AT5G41550,AT5G04340,AT5G11250,AT5G13190,AT5G38990,AT5G18400,AT5G41750,AT5G58430,AT5G47910,AT5G53130,AT5G59550,AT5G46490,AT5G43630,AT5G40410,AT3G09520,AT3G46620,AT3G57760,AT3G06740,AT3G14470,AT3G16800,AT3G57640,AT3G55980,AT3G44260,AT3G51920,AT3G25610,AT3G53280,AT3G25250,AT3G49620,AT3G28580,AT3G48320,AT3G04220,AT3G52800,AT3G57740,AT3G57330,AT3G55950,AT3G48360,AT3G09830,AT3G50950,AT3G17700,AT3G62260,AT3G19010,AT3G19580,AT3G55840,AT3G16720,AT3G01830,AT3G04210,AT3G53810,AT3G10300,AT3G47570,AT3G08760,AT3G20410,AT3G05580,AT3G45640,AT3G21150,AT3G44970,AT3G28450,AT3G44630,AT3G46930,AT3G16410,AT3G44400,AT3G05200,AT3G07040,AT3G21070,AT3G08720,AT3G50930,AT3G14050,AT3G25600,AT3G46090,AT3G16030,AT3G57530,AT3G29000,AT2G46620,AT2G47730,AT2G46440,AT2G33580,AT2G21490,AT2G47680,AT2G28190,AT2G13790,AT2G13800,AT2G30020,AT2G14050,AT2G19130,AT2G31880,AT2G30040,AT2G41890,AT2G36400,AT2G29720,AT2G37430,AT2G19500,AT2G26080,AT2G39660,AT2G41100,AT2G38470,AT2G43290,AT2G32800,AT2G24610,AT2G35710,AT2G05940,AT2G23200,AT2G40000,AT2G47060,AT2G41110,AT2G40300,AT2G22840,AT2G40140,AT2G29090,AT2G46500,AT4G35480,AT4G38530,AT4G16141,AT4G29610,AT4G01010,AT4G20780,AT4G19520,AT4G28400,AT4G23180,AT4G08500,AT4G00970,AT4G28490,AT4G12300,AT4G23190,AT4G11280,AT4G36140,AT4G19170,AT4G35310,AT4G39890,AT4G20830,AT4G08040,AT4G11850,AT4G22710,AT4G24970,AT4G16890,AT4G30210,AT4G23250,AT4G23220,AT4G37610,AT4G02410,AT4G14370,AT4G34680,AT4G18700,AT4G18950,AT4G29780,AT4G02420,AT4G39830,AT4G40070,AT4G21390,AT4G37640,AT4G22690,AT4G11330,AT4G04570,AT4G08780,AT4G27280,AT4G23270,AT4G30860,AT4G16960,AT4G11470,AT4G33920,AT4G12720,AT4G17615,AT4G34390,AT4G29050,AT4G14365"
"GO:MF","GO:0016301","kinase activity",1433,662,91,3.25954084826823e-11,0.137462235649547,0.063503140265178,"AT1G18390,AT1G16090,AT1G56140,AT1G61360,AT1G03740,AT1G09970,AT1G74360,AT1G01560,AT1G71697,AT1G74330,AT1G68690,AT1G16110,AT1G67470,AT1G73080,AT1G70740,AT1G14370,AT1G34260,AT1G79680,AT1G53430,AT1G53440,AT1G17750,AT1G16130,AT5G07070,AT5G41180,AT5G57035,AT5G45820,AT5G66850,AT5G25930,AT5G46080,AT5G47850,AT5G66800,AT5G39020,AT5G04870,AT5G48380,AT5G66210,AT5G01820,AT5G01950,AT5G20480,AT5G49760,AT5G47070,AT5G38990,AT3G57760,AT3G57640,AT3G25250,AT3G57740,AT3G55950,AT3G09830,AT3G53810,AT3G47570,AT3G08760,AT3G20410,AT3G45640,AT3G28450,AT3G46930,AT3G21070,AT3G08720,AT3G14050,AT3G16030,AT3G57530,AT2G33580,AT2G13790,AT2G13800,AT2G19130,AT2G31880,AT2G30040,AT2G41890,AT2G39660,AT2G32800,AT2G05940,AT2G23200,AT2G47060,AT2G46500,AT4G23180,AT4G08500,AT4G00970,AT4G28490,AT4G23190,AT4G35310,AT4G24970,AT4G23250,AT4G23220,AT4G02410,AT4G18700,AT4G18950,AT4G02420,AT4G21390,AT4G11330,AT4G04570,AT4G23270,AT4G11470,AT4G29050"
"GO:MF","GO:0005515","protein binding",7655,662,303,5.06859740498679e-10,0.457703927492447,0.0395819725669497,"AT1G56250,AT1G80840,AT1G17147,AT1G66500,AT1G56240,AT1G02340,AT1G66160,AT1G56140,AT1G18740,AT1G10560,AT1G64610,AT1G78100,AT1G61360,AT1G18900,AT1G09970,AT1G74360,AT1G01560,AT1G63750,AT1G65490,AT1G33610,AT1G61340,AT1G59870,AT1G33600,AT1G69840,AT1G17380,AT1G53170,AT1G28480,AT1G68690,AT1G31290,AT1G33590,AT1G14920,AT1G22220,AT1G80130,AT1G19180,AT1G24150,AT1G73080,AT1G74450,AT1G10340,AT1G42980,AT1G21130,AT1G67530,AT1G20300,AT1G20780,AT1G24625,AT1G61560,AT1G11310,AT1G49780,AT1G14370,AT1G19330,AT1G07000,AT1G21110,AT1G62300,AT1G32900,AT1G72930,AT1G27770,AT1G59910,AT1G78410,AT1G72520,AT1G14480,AT1G14280,AT1G73830,AT1G60190,AT1G19050,AT1G68050,AT1G09070,AT1G17420,AT1G21120,AT1G05630,AT1G76650,AT1G05020,AT1G28370,AT1G73805,AT1G53430,AT1G22190,AT1G17750,AT1G67120,AT1G18400,AT1G21100,AT5G08760,AT5G26920,AT5G07070,AT5G45110,AT5G36925,AT5G22380,AT5G41180,AT5G62570,AT5G58680,AT5G54640,AT5G43070,AT5G04190,AT5G45820,AT5G54720,AT5G27765,AT5G56960,AT5G42050,AT5G66850,AT5G61600,AT5G54490,AT5G62470,AT5G46910,AT5G15210,AT5G25930,AT5G09800,AT5G01110,AT5G04930,AT5G47850,AT5G48250,AT5G05190,AT5G04870,AT5G04820,AT5G05850,AT5G59450,AT5G48380,AT5G16560,AT5G24110,AT5G50800,AT5G52630,AT5G61210,AT5G43620,AT5G66210,AT5G22250,AT5G06320,AT5G01720,AT5G01820,AT5G46520,AT5G01950,AT5G24590,AT5G54710,AT5G20480,AT5G49760,AT5G66900,AT5G02760,AT5G45750,AT5G47070,AT5G25190,AT5G63130,AT5G65300,AT5G25280,AT5G59870,AT5G20190,AT5G13190,AT5G18400,AT5G58430,AT5G47910,AT5G53130,AT5G42010,AT5G61260,AT5G12920,AT5G62560,AT5G40480,AT5G23660,AT5G40410,AT5G53810,AT3G18710,AT3G12910,AT3G61190,AT3G57760,AT3G14470,AT3G23250,AT3G57640,AT3G15210,AT3G55980,AT3G44260,AT3G26980,AT3G51920,AT3G25250,AT3G18690,AT3G57330,AT3G55950,AT3G50060,AT3G48360,AT3G48100,AT3G09830,AT3G50950,AT3G17700,AT3G03030,AT3G55840,AT3G04210,AT3G47570,AT3G47820,AT3G53260,AT3G11820,AT3G45640,AT3G21150,AT3G56710,AT3G28450,AT3G46320,AT3G52450,AT3G05370,AT3G51970,AT3G16410,AT3G48090,AT3G12830,AT3G50800,AT3G07040,AT3G02800,AT3G20600,AT3G44350,AT3G08720,AT3G46110,AT3G49810,AT3G24760,AT3G50930,AT3G15200,AT3G17609,AT3G16030,AT3G08710,AT3G57530,AT3G52870,AT2G46440,AT2G33580,AT2G04230,AT2G32200,AT2G07170,AT2G14290,AT2G13790,AT2G13800,AT2G30020,AT2G47440,AT2G19130,AT2G42620,AT2G26560,AT2G31880,AT2G24600,AT2G46400,AT2G29100,AT2G42260,AT2G27310,AT2G30040,AT2G28830,AT2G41890,AT2G23320,AT2G36400,AT2G39660,AT2G41100,AT2G38470,AT2G19450,AT2G25290,AT2G24610,AT2G05940,AT2G33710,AT2G40000,AT2G47060,AT2G41110,AT2G28720,AT2G26190,AT2G32030,AT2G22840,AT2G44840,AT2G40140,AT2G46790,AT2G46500,AT2G33060,AT2G21660,AT2G41010,AT4G17490,AT4G35480,AT4G31800,AT4G37670,AT4G01010,AT4G20780,AT4G25030,AT4G31550,AT4G33050,AT4G23810,AT4G39580,AT4G08500,AT4G28490,AT4G11280,AT4G38940,AT4G01090,AT4G19170,AT4G38850,AT4G24250,AT4G39890,AT4G11070,AT4G26670,AT4G08040,AT4G11850,AT4G25490,AT4G16890,AT4G05050,AT4G37610,AT4G18700,AT4G25940,AT4G18950,AT4G25470,AT4G28460,AT4G17500,AT4G21390,AT4G02350,AT4G07960,AT4G37640,AT4G27280,AT4G39570,AT4G23270,AT4G30860,AT4G18880,AT4G12720,AT4G17615,AT4G34390,AT4G14450,AT4G14365"
"GO:MF","GO:0140096","catalytic activity, acting on a protein",2611,662,134,5.12190164575454e-10,0.202416918429003,0.0513213328226733,"AT1G16420,AT1G18390,AT1G16090,AT1G66160,AT1G67880,AT1G56140,AT1G20823,AT1G10560,AT1G61360,AT1G03740,AT1G03230,AT1G09970,AT1G74360,AT1G01560,AT1G74330,AT1G68690,AT1G16110,AT1G24140,AT1G67470,AT1G73080,AT1G67530,AT1G70740,AT1G20780,AT1G49780,AT1G14370,AT1G60190,AT1G79680,AT1G24095,AT1G53430,AT1G53440,AT1G17750,AT1G07160,AT1G16130,AT5G07070,AT5G41180,AT5G57035,AT5G45820,AT5G66850,AT5G64660,AT5G46910,AT5G25930,AT5G46080,AT5G09800,AT5G47850,AT5G39020,AT5G04870,AT5G66070,AT5G48380,AT5G66210,AT5G19100,AT5G65920,AT5G01820,AT5G01950,AT5G27420,AT5G20480,AT5G49760,AT5G02760,AT5G47070,AT5G38990,AT5G59550,AT5G25170,AT5G62560,AT3G18710,AT3G46620,AT3G57760,AT3G16800,AT3G57640,AT3G25250,AT3G06500,AT3G57740,AT3G55950,AT3G09830,AT3G62260,AT3G16720,AT3G02840,AT3G53810,AT3G47570,AT3G08760,AT3G20410,AT3G47820,AT3G05580,AT3G45640,AT3G28450,AT3G46930,AT3G52450,AT3G11840,AT3G59080,AT3G05200,AT3G02800,AT3G08720,AT3G49810,AT3G16030,AT3G57530,AT2G33580,AT2G13790,AT2G13800,AT2G30020,AT2G19130,AT2G31880,AT2G35930,AT2G30040,AT2G28830,AT2G41890,AT2G39660,AT2G32800,AT2G05940,AT2G23200,AT2G47060,AT2G46500,AT4G35480,AT4G28400,AT4G23180,AT4G08500,AT4G00970,AT4G28490,AT4G23190,AT4G35310,AT4G10550,AT4G23250,AT4G23220,AT4G02410,AT4G36550,AT4G18700,AT4G18950,AT4G02420,AT4G39640,AT4G21390,AT4G11330,AT4G04570,AT4G23270,AT4G30860,AT4G11470,AT4G33920,AT4G29050"
"GO:MF","GO:0005488","binding",15005,662,509,2.50738701236903e-09,0.768882175226586,0.0339220259913362,"AT1G56250,AT1G56540,AT1G80840,AT1G17147,AT1G66500,AT1G64380,AT1G56240,AT1G71520,AT1G18390,AT1G63740,AT1G66400,AT1G16090,AT1G02340,AT1G66160,AT1G18300,AT1G31540,AT1G56140,AT1G72940,AT1G18740,AT1G20823,AT1G10560,AT1G64610,AT1G16030,AT1G78850,AT1G52880,AT1G78100,AT1G61360,AT1G03740,AT1G13210,AT1G18900,AT1G09970,AT1G74360,AT1G01560,AT1G63750,AT1G65490,AT1G09940,AT1G73040,AT1G13260,AT1G33610,AT1G33760,AT1G61340,AT1G59870,AT1G59620,AT1G71697,AT1G33600,AT1G74330,AT1G69840,AT1G17380,AT1G53170,AT1G61470,AT1G28480,AT1G68690,AT1G56510,AT1G56520,AT1G16110,AT1G31290,AT1G33590,AT1G14920,AT1G24140,AT1G42990,AT1G67470,AT1G14540,AT1G22220,AT1G80130,AT1G51700,AT1G19180,AT1G24150,AT1G73080,AT1G74450,AT1G74930,AT1G10340,AT1G27180,AT1G63860,AT1G42980,AT1G21130,AT1G67530,AT1G70740,AT1G20300,AT1G20780,AT1G24625,AT1G61560,AT1G64710,AT1G78860,AT1G11310,AT1G06760,AT1G49780,AT1G14370,AT1G19330,AT1G07000,AT1G21110,AT1G56600,AT1G62300,AT1G02400,AT1G32900,AT1G27045,AT1G72930,AT1G27770,AT1G07090,AT1G14600,AT1G30755,AT1G59910,AT1G03370,AT1G78410,AT1G72520,AT1G14480,AT1G14280,AT1G72950,AT1G27730,AT1G20510,AT1G73830,AT1G60190,AT1G66090,AT1G30730,AT1G34260,AT1G18570,AT1G19050,AT1G79680,AT1G73540,AT1G09950,AT1G68050,AT1G09070,AT1G72700,AT1G17420,AT1G21120,AT1G05630,AT1G76650,AT1G05020,AT1G56010,AT1G28370,AT1G73805,AT1G53430,AT1G22190,AT1G53440,AT1G17750,AT1G67120,AT1G07160,AT1G72470,AT1G72900,AT1G16130,AT1G65390,AT1G18400,AT1G72910,AT1G06160,AT1G21100,AT5G08760,AT5G52750,AT5G26920,AT5G07070,AT5G45110,AT5G36925,AT5G22380,AT5G41180,AT5G67450,AT5G57035,AT5G58120,AT5G18470,AT5G52340,AT5G44070,AT5G62570,AT5G46510,AT5G58680,AT5G57550,AT5G54640,AT5G43070,AT5G04190,AT5G45820,AT5G54720,AT5G27765,AT5G56960,AT5G59780,AT5G49700,AT5G35735,AT5G39670,AT5G42050,AT5G66850,AT5G22690,AT5G18360,AT5G61600,AT5G54490,AT5G62470,AT5G46910,AT5G45340,AT5G15210,AT5G46470,AT5G52760,AT5G25930,AT5G46080,AT5G09800,AT5G01110,AT5G23420,AT5G59820,AT5G04930,AT5G15830,AT5G47850,AT5G47960,AT5G48250,AT5G39020,AT5G05190,AT5G04870,AT5G04820,AT5G05850,AT5G59450,AT5G66070,AT5G48380,AT5G36930,AT5G16560,AT5G24110,AT5G50800,AT5G41740,AT5G49520,AT5G52630,AT5G61210,AT5G43620,AT5G66210,AT5G22250,AT5G06320,AT5G01720,AT5G01820,AT5G46520,AT5G01950,AT5G27420,AT5G24590,AT5G54710,AT5G20480,AT5G49760,AT5G57220,AT5G66900,AT5G02760,AT5G03380,AT5G45750,AT5G47070,AT5G25190,AT5G63130,AT5G04720,AT5G65300,AT5G37770,AT5G47230,AT5G25280,AT5G59870,AT5G41550,AT5G04340,AT5G11250,AT5G20190,AT5G13190,AT5G38990,AT5G18400,AT5G41750,AT5G58430,AT5G47910,AT5G53130,AT5G59550,AT5G42010,AT5G21960,AT5G61260,AT5G12920,AT5G62560,AT5G46490,AT5G40480,AT5G43630,AT5G23660,AT5G40410,AT5G53810,AT3G18710,AT3G12910,AT3G61190,AT3G09520,AT3G46620,AT3G57760,AT3G06740,AT3G14470,AT3G16800,AT3G23250,AT3G57640,AT3G15210,AT3G55980,AT3G44260,AT3G26980,AT3G51920,AT3G25610,AT3G53280,AT3G25250,AT3G49620,AT3G18690,AT3G28580,AT3G48320,AT3G04220,AT3G52800,AT3G57740,AT3G57330,AT3G55950,AT3G50060,AT3G48360,AT3G48100,AT3G09830,AT3G49530,AT3G50950,AT3G15356,AT3G17700,AT3G44990,AT3G03030,AT3G62260,AT3G19010,AT3G19580,AT3G55840,AT3G16720,AT3G01830,AT3G04210,AT3G53810,AT3G10300,AT3G47570,AT3G08760,AT3G20410,AT3G47820,AT3G23230,AT3G46640,AT3G53260,AT3G11820,AT3G05580,AT3G49410,AT3G45640,AT3G21150,AT3G56710,AT3G44970,AT3G16530,AT3G28450,AT3G46320,AT3G44630,AT3G46930,AT3G52450,AT3G05370,AT3G17330,AT3G51970,AT3G16410,AT3G48090,AT3G12830,AT3G50800,AT3G44400,AT3G05200,AT3G07040,AT3G46600,AT3G21070,AT3G02800,AT3G20600,AT3G44350,AT3G08720,AT3G46110,AT3G50260,AT3G49810,AT3G24760,AT3G50930,AT3G15200,AT3G14050,AT3G25600,AT3G46090,AT3G17609,AT3G16030,AT3G08710,AT3G57530,AT3G29000,AT3G52870,AT2G46620,AT2G47730,AT2G46440,AT2G33580,AT2G21490,AT2G04230,AT2G32200,AT2G47680,AT2G07170,AT2G14290,AT2G28190,AT2G13790,AT2G13800,AT2G30020,AT2G47440,AT2G14050,AT2G19130,AT2G42620,AT2G26560,AT2G31880,AT2G24600,AT2G46400,AT2G29100,AT2G42260,AT2G27310,AT2G30040,AT2G28830,AT2G41890,AT2G23320,AT2G36400,AT2G29720,AT2G37430,AT2G19500,AT2G26080,AT2G39660,AT2G41100,AT2G38470,AT2G43290,AT2G19450,AT2G32800,AT2G25290,AT2G24610,AT2G35710,AT2G05940,AT2G23200,AT2G33710,AT2G40000,AT2G47060,AT2G41110,AT2G28720,AT2G40300,AT2G26190,AT2G32030,AT2G22840,AT2G44840,AT2G17040,AT2G40140,AT2G29090,AT2G46790,AT2G46500,AT2G33060,AT2G21660,AT2G41010,AT4G17490,AT4G35480,AT4G31800,AT4G36920,AT4G37670,AT4G38530,AT4G16141,AT4G29610,AT4G01010,AT4G20780,AT4G19520,AT4G25030,AT4G28400,AT4G31550,AT4G33050,AT4G23810,AT4G23180,AT4G39580,AT4G08500,AT4G00970,AT4G28490,AT4G12300,AT4G23190,AT4G11280,AT4G38940,AT4G36140,AT4G01090,AT4G19170,AT4G38850,AT4G35310,AT4G27240,AT4G24250,AT4G39890,AT4G11070,AT4G26670,AT4G34410,AT4G20830,AT4G08040,AT4G11850,AT4G25490,AT4G28140,AT4G22710,AT4G22780,AT4G24970,AT4G16890,AT4G30210,AT4G23250,AT4G05050,AT4G23220,AT4G40060,AT4G37610,AT4G02410,AT4G14370,AT4G34680,AT4G18700,AT4G25940,AT4G18950,AT4G25470,AT4G28460,AT4G29780,AT4G02420,AT4G39830,AT4G40070,AT4G17500,AT4G21390,AT4G02350,AT4G07960,AT4G37640,AT4G22690,AT4G11330,AT4G04570,AT4G08780,AT4G27280,AT4G39570,AT4G23270,AT4G30860,AT4G16960,AT4G11470,AT4G18880,AT4G33920,AT4G12720,AT4G17615,AT4G34390,AT4G29050,AT4G14450,AT4G14365"
"GO:MF","GO:0005516","calmodulin binding",211,662,27,2.58098713133119e-09,0.040785498489426,0.127962085308057,"AT1G61360,AT1G61560,AT1G11310,AT1G27770,AT1G73805,AT5G26920,AT5G62570,AT5G53130,AT5G61260,AT3G57330,AT3G48360,AT3G17700,AT3G16030,AT2G46440,AT2G19130,AT2G41890,AT2G23320,AT2G24610,AT2G26190,AT2G41010,AT4G01010,AT4G31550,AT4G33050,AT4G24250,AT4G37610,AT4G21390,AT4G37640"
"GO:MF","GO:0016772","transferase activity, transferring phosphorus-containing groups",1660,662,93,1.27631593051359e-08,0.140483383685801,0.0560240963855422,"AT1G18390,AT1G16090,AT1G56140,AT1G61360,AT1G03740,AT1G09970,AT1G74360,AT1G01560,AT1G71697,AT1G74330,AT1G68690,AT1G16110,AT1G67470,AT1G73080,AT1G70740,AT1G14370,AT1G34260,AT1G79680,AT1G53430,AT1G53440,AT1G17750,AT1G16130,AT5G07070,AT5G41180,AT5G57035,AT5G45820,AT5G66850,AT5G25930,AT5G46080,AT5G47850,AT5G66800,AT5G39020,AT5G04870,AT5G48380,AT5G66210,AT5G01820,AT5G01950,AT5G20480,AT5G49760,AT5G47070,AT5G38990,AT3G57760,AT3G57640,AT3G25250,AT3G57740,AT3G55950,AT3G54020,AT3G09830,AT3G53810,AT3G47570,AT3G08760,AT3G20410,AT3G45640,AT3G28450,AT3G46930,AT3G21070,AT3G08720,AT3G14050,AT3G16030,AT3G57530,AT2G33580,AT2G37940,AT2G13790,AT2G13800,AT2G19130,AT2G31880,AT2G30040,AT2G41890,AT2G39660,AT2G32800,AT2G05940,AT2G23200,AT2G47060,AT2G46500,AT4G23180,AT4G08500,AT4G00970,AT4G28490,AT4G23190,AT4G35310,AT4G24970,AT4G23250,AT4G23220,AT4G02410,AT4G18700,AT4G18950,AT4G02420,AT4G21390,AT4G11330,AT4G04570,AT4G23270,AT4G11470,AT4G29050"
"GO:MF","GO:0003700","DNA-binding transcription factor activity",1577,662,86,2.11420067512998e-07,0.129909365558912,0.0545339251743817,"AT1G80840,AT1G64380,AT1G71520,AT1G02340,AT1G52880,AT1G13260,AT1G33760,AT1G53170,AT1G14920,AT1G42990,AT1G51700,AT1G74930,AT1G24625,AT1G62300,AT1G27045,AT1G14600,AT1G27730,AT1G73830,AT1G18570,AT1G56010,AT1G28370,AT1G73805,AT1G22190,AT1G18400,AT1G06160,AT5G26920,AT5G22380,AT5G67450,AT5G56960,AT5G59780,AT5G61600,AT5G62470,AT5G46910,AT5G23420,AT5G59820,AT5G15830,AT5G48250,AT5G59450,AT5G16560,AT5G24110,AT5G49520,AT5G24590,AT5G25190,AT5G47230,AT5G04340,AT5G21960,AT3G12910,AT3G06740,AT3G23250,AT3G15210,AT3G55980,AT3G50060,AT3G48360,AT3G49530,AT3G19580,AT3G23230,AT3G46640,AT3G21150,AT3G46600,AT3G44350,AT3G50260,AT3G46090,AT3G17609,AT2G46400,AT2G23320,AT2G37430,AT2G38470,AT2G33710,AT2G44840,AT2G17040,AT2G40140,AT4G17490,AT4G31800,AT4G36920,AT4G31550,AT4G23810,AT4G27240,AT4G11070,AT4G34410,AT4G25490,AT4G28140,AT4G40060,AT4G34680,AT4G25470,AT4G17500,AT4G18880"
"GO:MF","GO:0005524","ATP binding",2407,662,117,2.52360465860628e-07,0.176737160120846,0.0486082260074782,"AT1G18390,AT1G56140,AT1G16030,AT1G61360,AT1G03740,AT1G13210,AT1G09970,AT1G74360,AT1G01560,AT1G59870,AT1G71697,AT1G74330,AT1G68690,AT1G56510,AT1G16110,AT1G67470,AT1G73080,AT1G70740,AT1G14370,AT1G27770,AT1G20510,AT1G34260,AT1G79680,AT1G72700,AT1G53430,AT1G53440,AT1G17750,AT1G67120,AT1G16130,AT5G07070,AT5G41180,AT5G57035,AT5G45820,AT5G66850,AT5G46470,AT5G25930,AT5G46080,AT5G04930,AT5G47850,AT5G39020,AT5G04870,AT5G48380,AT5G66210,AT5G01820,AT5G46520,AT5G01950,AT5G20480,AT5G49760,AT5G66900,AT5G47070,AT5G04720,AT5G38990,AT3G57760,AT3G14470,AT3G57640,AT3G25610,AT3G25250,AT3G28580,AT3G57740,AT3G57330,AT3G55950,AT3G09830,AT3G53810,AT3G47570,AT3G08760,AT3G20410,AT3G45640,AT3G28450,AT3G46930,AT3G07040,AT3G21070,AT3G08720,AT3G50930,AT3G14050,AT3G16030,AT3G57530,AT2G46620,AT2G33580,AT2G47680,AT2G13790,AT2G13800,AT2G14050,AT2G19130,AT2G31880,AT2G30040,AT2G41890,AT2G36400,AT2G26080,AT2G39660,AT2G32800,AT2G05940,AT2G23200,AT2G47060,AT2G22840,AT2G46500,AT4G19520,AT4G23180,AT4G08500,AT4G00970,AT4G28490,AT4G23190,AT4G35310,AT4G24970,AT4G16890,AT4G23250,AT4G23220,AT4G02410,AT4G18700,AT4G18950,AT4G02420,AT4G21390,AT4G37640,AT4G11330,AT4G04570,AT4G23270,AT4G11470,AT4G29050"
"GO:MF","GO:0043565","sequence-specific DNA binding",1038,662,63,5.13503401150503e-07,0.095166163141994,0.0606936416184971,"AT1G80840,AT1G64380,AT1G02340,AT1G52880,AT1G13260,AT1G53170,AT1G14920,AT1G42990,AT1G51700,AT1G74930,AT1G24625,AT1G62300,AT1G27045,AT1G14600,AT1G27730,AT1G18570,AT1G09950,AT1G28370,AT1G73805,AT1G22190,AT5G26920,AT5G67450,AT5G59780,AT5G61600,AT5G62470,AT5G15210,AT5G59820,AT5G16560,AT5G24110,AT5G49520,AT5G24590,AT5G47230,AT5G04340,AT3G06740,AT3G15210,AT3G50060,AT3G49530,AT3G19580,AT3G46600,AT3G50260,AT3G17609,AT2G46400,AT2G23320,AT2G36400,AT2G37430,AT2G38470,AT2G22840,AT2G44840,AT4G17490,AT4G31800,AT4G36920,AT4G16141,AT4G31550,AT4G23810,AT4G27240,AT4G11070,AT4G34410,AT4G28140,AT4G40060,AT4G34680,AT4G25470,AT4G17500,AT4G18880"
"GO:MF","GO:0000976","transcription cis-regulatory region binding",794,662,51,1.94484452524623e-06,0.0770392749244713,0.0642317380352645,"AT1G80840,AT1G64380,AT1G02340,AT1G52880,AT1G13260,AT1G53170,AT1G14920,AT1G51700,AT1G74930,AT1G24625,AT1G62300,AT1G14600,AT1G27730,AT1G18570,AT1G28370,AT1G22190,AT5G59780,AT5G61600,AT5G15210,AT5G59820,AT5G16560,AT5G49520,AT5G24590,AT5G47230,AT5G04340,AT3G06740,AT3G15210,AT3G50060,AT3G49530,AT3G19580,AT3G46600,AT3G50260,AT3G17609,AT2G46400,AT2G23320,AT2G36400,AT2G37430,AT2G38470,AT2G22840,AT2G44840,AT4G17490,AT4G36920,AT4G31550,AT4G27240,AT4G34410,AT4G28140,AT4G40060,AT4G34680,AT4G25470,AT4G17500,AT4G18880"
"GO:MF","GO:0001067","transcription regulatory region nucleic acid binding",794,662,51,1.94484452524623e-06,0.0770392749244713,0.0642317380352645,"AT1G80840,AT1G64380,AT1G02340,AT1G52880,AT1G13260,AT1G53170,AT1G14920,AT1G51700,AT1G74930,AT1G24625,AT1G62300,AT1G14600,AT1G27730,AT1G18570,AT1G28370,AT1G22190,AT5G59780,AT5G61600,AT5G15210,AT5G59820,AT5G16560,AT5G49520,AT5G24590,AT5G47230,AT5G04340,AT3G06740,AT3G15210,AT3G50060,AT3G49530,AT3G19580,AT3G46600,AT3G50260,AT3G17609,AT2G46400,AT2G23320,AT2G36400,AT2G37430,AT2G38470,AT2G22840,AT2G44840,AT4G17490,AT4G36920,AT4G31550,AT4G27240,AT4G34410,AT4G28140,AT4G40060,AT4G34680,AT4G25470,AT4G17500,AT4G18880"
"GO:MF","GO:1990837","sequence-specific double-stranded DNA binding",804,662,51,2.58854145766251e-06,0.0770392749244713,0.0634328358208955,"AT1G80840,AT1G64380,AT1G02340,AT1G52880,AT1G13260,AT1G53170,AT1G14920,AT1G51700,AT1G74930,AT1G24625,AT1G62300,AT1G14600,AT1G27730,AT1G18570,AT1G28370,AT1G22190,AT5G59780,AT5G61600,AT5G15210,AT5G59820,AT5G16560,AT5G49520,AT5G24590,AT5G47230,AT5G04340,AT3G06740,AT3G15210,AT3G50060,AT3G49530,AT3G19580,AT3G46600,AT3G50260,AT3G17609,AT2G46400,AT2G23320,AT2G36400,AT2G37430,AT2G38470,AT2G22840,AT2G44840,AT4G17490,AT4G36920,AT4G31550,AT4G27240,AT4G34410,AT4G28140,AT4G40060,AT4G34680,AT4G25470,AT4G17500,AT4G18880"
