"","input_number","input","target_number","target","name","description","namespace"
"787",786,"AT3G57330","786.1","AT3G57330","ACA11","autoinhibited Ca2+-ATPase 11 [Source:NCBI gene (formerly Entrezgene);Acc:824900]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"788",787,"AT3G07580","787.1","AT3G07580","AT3G07580","None","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"789",788,"AT3G52500","788.1","AT3G52500","AT3G52500","Eukaryotic aspartyl protease family protein [Source:NCBI gene (formerly Entrezgene);Acc:824415]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"790",789,"AT3G08680","789.1","AT3G08680","AT3G08680","Leucine-rich repeat protein kinase family protein [Source:NCBI gene (formerly Entrezgene);Acc:820015]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"791",790,"AT3G55950","790.1","AT3G55950","CCR3","CRINKLY4 related 3 [Source:NCBI gene (formerly Entrezgene);Acc:824761]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"792",791,"AT3G47540","791.1","AT3G47540","AT3G47540","Chitinase family protein [Source:NCBI gene (formerly Entrezgene);Acc:823908]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"793",792,"AT3G03820","792.1","AT3G03820","SAUR29","SAUR-like auxin-responsive protein family [Source:NCBI gene (formerly Entrezgene);Acc:28718697]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"794",793,"AT3G50560","793.1","AT3G50560","AT3G50560","NAD(P)-binding Rossmann-fold superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:824220]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"795",794,"AT3G45970","794.1","AT3G45970","EXLA1","expansin-like A1 [Source:NCBI gene (formerly Entrezgene);Acc:823740]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"796",795,"AT3G15760","795.1","AT3G15760","AT3G15760","cytochrome P450 family protein [Source:NCBI gene (formerly Entrezgene);Acc:820819]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"797",796,"AT3G18370","796.1","AT3G18370","ATSYTF","C2 domain-containing protein [Source:NCBI gene (formerly Entrezgene);Acc:821366]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"798",797,"AT3G04550","797.1","AT3G04550","AT3G04550","rubisco accumulation factor-like protein [Source:NCBI gene (formerly Entrezgene);Acc:819611]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"799",798,"AT3G63530","798.1","AT3G63530","BB","RING/U-box superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:825528]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"800",799,"AT3G48100","799.1","AT3G48100","RR5","response regulator 5 [Source:NCBI gene (formerly Entrezgene);Acc:823965]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"801",800,"AT3G13380","800.1","AT3G13380","BRL3","BRI1-like 3 [Source:NCBI gene (formerly Entrezgene);Acc:820538]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"802",801,"AT3G09830","801.1","AT3G09830","AT3G09830","Protein kinase superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:820141]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"803",802,"AT3G49530","802.1","AT3G49530","NAC062","NAC domain containing protein 62 [Source:NCBI gene (formerly Entrezgene);Acc:824115]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"804",803,"AT3G16240","803.1","AT3G16240","DELTA-TIP","delta tonoplast integral protein [Source:NCBI gene (formerly Entrezgene);Acc:820870]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"805",804,"AT3G50950","804.1","AT3G50950","ZAR1","HOPZ-ACTIVATED RESISTANCE 1 [Source:NCBI gene (formerly Entrezgene);Acc:824259]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"806",805,"AT3G23605","805.1","AT3G23605","AT3G23605","Ubiquitin-like superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:821940]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"807",806,"AT3G16350","806.1","AT3G16350","AT3G16350","Homeodomain-like superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:820882]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"808",807,"AT3G26060","807.1","AT3G26060","PRXQ","Thioredoxin superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:822203]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"809",808,"AT3G21260","808.1","AT3G21260","GLTP3","Glycolipid transfer protein (GLTP) family protein [Source:NCBI gene (formerly Entrezgene);Acc:821680]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"810",809,"AT3G25670","809.1","AT3G25670","AT3G25670","Leucine-rich repeat (LRR) family protein [Source:NCBI gene (formerly Entrezgene);Acc:822155]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"811",810,"AT3G52520","810.1","AT3G52520","AT3G52520","None","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"812",811,"AT3G61160","811.1","AT3G61160","AT3G61160","Protein kinase superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:825288]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"813",812,"AT3G22370","812.1","AT3G22370","AOX1A","alternative oxidase 1A [Source:NCBI gene (formerly Entrezgene);Acc:821806]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"814",813,"AT3G11650","813.1","AT3G11650","NHL2","NDR1/HIN1-like 2 [Source:NCBI gene (formerly Entrezgene);Acc:820337]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"815",814,"AT3G61550","814.1","AT3G61550","AT3G61550","RING/U-box superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:825328]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"816",815,"AT3G17700","815.1","AT3G17700","CNBT1","cyclic nucleotide-binding transporter 1 [Source:NCBI gene (formerly Entrezgene);Acc:821037]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"817",816,"AT3G07540","816.1","AT3G07540","AT3G07540","Actin-binding FH2 (formin homology 2) family protein [Source:NCBI gene (formerly Entrezgene);Acc:819943]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"818",817,"AT3G54650","817.1","AT3G54650","FBL17","RNI-like superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:824630]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"819",818,"AT3G11700","818.1","AT3G11700","FLA18","FASCICLIN-like arabinogalactan protein 18 [Source:NCBI gene (formerly Entrezgene);Acc:820342]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"820",819,"AT3G23530","819.1","AT3G23530","AT3G23530","Cyclopropane-fatty-acyl-phospholipid synthase [Source:NCBI gene (formerly Entrezgene);Acc:821932]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"821",820,"AT3G57240","820.1","AT3G57240","BG3","beta-1,3-glucanase 3 [Source:NCBI gene (formerly Entrezgene);Acc:824891]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"822",821,"AT3G13850","821.1","AT3G13850","LBD22","None","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"823",822,"AT3G03030","822.1","AT3G03030","AT3G03030","F-box/RNI-like superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:821153]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"824",823,"AT3G60260","823.1","AT3G60260","AT3G60260","ELMO/CED-12 family protein [Source:NCBI gene (formerly Entrezgene);Acc:825197]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"825",824,"AT3G62260","824.1","AT3G62260","AT3G62260","Protein phosphatase 2C family protein [Source:NCBI gene (formerly Entrezgene);Acc:825399]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"826",825,"AT3G25780","825.1","AT3G25780","AOC3","allene oxide cyclase 3 [Source:NCBI gene (formerly Entrezgene);Acc:822169]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"827",826,"AT3G26220","826.1","AT3G26220","CYP71B3","cytochrome P450, family 71, subfamily B, polypeptide 3 [Source:NCBI gene (formerly Entrezgene);Acc:822223]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"828",827,"AT3G59100","827.1","AT3G59100","GSL11","glucan synthase-like 11 [Source:NCBI gene (formerly Entrezgene);Acc:825079]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"829",828,"AT3G26600","828.1","AT3G26600","ARO4","armadillo repeat only 4 [Source:NCBI gene (formerly Entrezgene);Acc:822269]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"830",829,"AT3G17860","829.1","AT3G17860","JAZ3","jasmonate-zim-domain protein 3 [Source:NCBI gene (formerly Entrezgene);Acc:821055]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"831",830,"AT3G19010","830.1","AT3G19010","AT3G19010","2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:821434]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"832",831,"AT3G48640","831.1","AT3G48640","AT3G48640","transmembrane protein [Source:NCBI gene (formerly Entrezgene);Acc:824024]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"833",832,"AT3G56880","832.1","AT3G56880","AT3G56880","VQ motif-containing protein [Source:NCBI gene (formerly Entrezgene);Acc:824855]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"834",833,"AT3G59660","833.1","AT3G59660","AT3G59660","C2 domain-containing protein / GRAM domain-containing protein [Source:NCBI gene (formerly Entrezgene);Acc:825135]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"835",834,"AT3G19580","834.1","AT3G19580","ZF2","zinc-finger protein 2 [Source:NCBI gene (formerly Entrezgene);Acc:821495]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"836",835,"AT3G29240","835.1","AT3G29240","AT3G29240","PPR containing protein (DUF179) [Source:NCBI gene (formerly Entrezgene);Acc:822579]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"837",836,"AT3G55880","836.1","AT3G55880","SUE4","Alpha/beta hydrolase related protein [Source:NCBI gene (formerly Entrezgene);Acc:824754]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"838",837,"AT3G54150","837.1","AT3G54150","AT3G54150","S-adenosyl-L-methionine-dependent methyltransferases superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:824582]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"839",838,"AT3G29400","838.1","AT3G29400","EXO70E1","exocyst subunit exo70 family protein E1 [Source:NCBI gene (formerly Entrezgene);Acc:822601]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"840",839,"AT3G01830","839.1","AT3G01830","AT3G01830","Calcium-binding EF-hand family protein [Source:NCBI gene (formerly Entrezgene);Acc:820033]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"841",840,"AT3G02840","840.1","AT3G02840","AT3G02840","ARM repeat superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:821225]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"842",841,"AT3G52280","841.1","AT3G52280","GTE6","ral transcription factor group E6 [Source:NCBI gene (formerly Entrezgene);Acc:824393]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"843",842,"AT3G63240","842.1","AT3G63240","AT3G63240","DNAse I-like superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:825499]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"844",843,"AT3G48080","843.1","AT3G48080","AT3G48080","alpha/beta-Hydrolases superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:823963]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"845",844,"AT3G12740","844.1","AT3G12740","ALIS1","ALA-interacting subunit 1 [Source:NCBI gene (formerly Entrezgene);Acc:820456]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"846",845,"AT3G20350","845.1","AT3G20350","AT3G20350","actin cytoskeleton-regulatory complex pan-like protein [Source:NCBI gene (formerly Entrezgene);Acc:821579]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"847",846,"AT3G04210","846.1","AT3G04210","AT3G04210","Disease resistance protein (TIR-NBS class) [Source:NCBI gene (formerly Entrezgene);Acc:819576]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"848",847,"AT3G07010","847.1","AT3G07010","AT3G07010","Pectin lyase-like superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:819886]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"849",848,"AT3G28650","848.1","AT3G28650","AT3G28650","Cysteine/Histidine-rich C1 domain family protein [Source:NCBI gene (formerly Entrezgene);Acc:822495]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"850",849,"AT3G09710","849.1","AT3G09710","IQD1","IQ-domain 1 [Source:NCBI gene (formerly Entrezgene);Acc:820128]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"851",850,"AT3G20020","850.1","AT3G20020","PRMT6","protein arginine methyltransferase 6 [Source:NCBI gene (formerly Entrezgene);Acc:821541]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"852",851,"AT3G28940","851.1","AT3G28940","AT3G28940","AIG2-like (avirulence induced family protein [Source:NCBI gene (formerly Entrezgene);Acc:822530]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"853",852,"AT3G47570","852.1","AT3G47570","AT3G47570","Leucine-rich repeat protein kinase family protein [Source:NCBI gene (formerly Entrezgene);Acc:823911]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"854",853,"AT3G44480","853.1","AT3G44480","RPP1","Disease resistance protein (TIR-NBS-LRR class) family [Source:NCBI gene (formerly Entrezgene);Acc:823573]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"855",854,"AT3G08760","854.1","AT3G08760","ATSIK","Protein kinase superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:820023]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"856",855,"AT3G07195","855.1","AT3G07195","AT3G07195","RPM1-interacting protein 4 (RIN4) family protein [Source:NCBI gene (formerly Entrezgene);Acc:819907]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"857",856,"AT3G47820","856.1","AT3G47820","PUB39","PLANT U-BOX 39 [Source:NCBI gene (formerly Entrezgene);Acc:823936]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"858",857,"AT3G62760","857.1","AT3G62760","ATGSTF13","Glutathione S-transferase family protein [Source:NCBI gene (formerly Entrezgene);Acc:825451]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"859",858,"AT3G46640","858.1","AT3G46640","PCL1","Homeodomain-like superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:823817]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"860",859,"AT3G26960","859.1","AT3G26960","AT3G26960","Pollen Ole e 1 allergen and extensin family protein [Source:NCBI gene (formerly Entrezgene);Acc:822314]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"861",860,"AT3G11820","860.1","AT3G11820","SYP121","syntaxin of plants 121 [Source:NCBI gene (formerly Entrezgene);Acc:820355]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"862",861,"AT3G19590","861.1","AT3G19590","BUB3.1","Transducin/WD40 repeat-like superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:821496]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"863",862,"AT3G24420","862.1","AT3G24420","AT3G24420","alpha/beta-Hydrolases superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:822032]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"864",863,"AT3G07200","863.1","AT3G07200","AT3G07200","RING/U-box superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:819908]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"865",864,"AT3G19020","864.1","AT3G19020","AT3G19020","Leucine-rich repeat (LRR) family protein [Source:NCBI gene (formerly Entrezgene);Acc:821435]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"866",865,"AT3G49370","865.1","AT3G49370","AT3G49370","Calcium-dependent protein kinase (CDPK) family protein [Source:NCBI gene (formerly Entrezgene);Acc:824099]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"867",866,"AT3G10420","866.1","AT3G10420","SPD1","P-loop containing nucleoside triphosphate hydrolases superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:820206]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"868",867,"AT3G25920","867.1","AT3G25920","RPL15","ribosomal protein L15 [Source:NCBI gene (formerly Entrezgene);Acc:822189]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"869",868,"AT3G12560","868.1","AT3G12560","TRFL9","TRF-like 9 [Source:NCBI gene (formerly Entrezgene);Acc:820436]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"870",869,"AT3G46550","869.1","AT3G46550","SOS5","Fasciclin-like arabinogalactan family protein [Source:NCBI gene (formerly Entrezgene);Acc:823808]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"871",870,"AT3G25020","870.1","AT3G25020","RLP42","receptor like protein 42 [Source:NCBI gene (formerly Entrezgene);Acc:822093]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"872",871,"AT3G13520","871.1","AT3G13520","AGP12","arabinogalactan protein 12 [Source:NCBI gene (formerly Entrezgene);Acc:820554]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"873",872,"AT3G06990","872.1","AT3G06990","AT3G06990","Cysteine/Histidine-rich C1 domain family protein [Source:NCBI gene (formerly Entrezgene);Acc:819884]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"874",873,"AT3G45640","873.1","AT3G45640","MPK3","mitogen-activated protein kinase 3 [Source:NCBI gene (formerly Entrezgene);Acc:823706]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"875",874,"AT3G21150","874.1","AT3G21150","BBX32","B-box 32 [Source:NCBI gene (formerly Entrezgene);Acc:821667]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"876",875,"AT3G56710","875.1","AT3G56710","SIB1","sigma factor binding protein 1 [Source:NCBI gene (formerly Entrezgene);Acc:824838]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"877",876,"AT3G13437","876.1","AT3G13437","AT3G13437","transmembrane protein [Source:NCBI gene (formerly Entrezgene);Acc:5007997]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"878",877,"AT3G51910","877.1","AT3G51910","HSFA7A","heat shock transcription factor A7A [Source:NCBI gene (formerly Entrezgene);Acc:824354]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"879",878,"AT3G26020","878.1","AT3G26020","AT3G26020","Protein phosphatase 2A regulatory B subunit family protein [Source:NCBI gene (formerly Entrezgene);Acc:822199]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
